id,name,size,aui
672,Heat exhaustion unspecified,894,A0714517
673,Heatstroke and sunstroke,894,A0957958
674,Gamma heavy chain disease,816,A0706981
675,Helminthiases,1154,A0244395
676,Helminthiasis unspecified,894,A0714681
677,Haemangioma any site,894,A0955871
678,Haemarthrosis,816,A0712659
679,Haematemesis,894,A0556628
680,Haematocolpos,894,A0556639
681,Disease of blood and blood-forming organs unspecified,894,A0918869
682,Haematometra,894,A0712713
683,Haematosalpinx,894,A0712733
684,Unspecified haematuria,1000,A1112488
685,Hemiplegia,1000,A0066930
686,Hemiplegia unspecified,894,A0714873
687,Hereditary persistence of fetal haemoglobin [HPFH],894,A0959006
688,Haemoglobinuria,894,A0956129
689,Haemolytic-uraemic syndrome,894,A0956220
690,Haemoperitoneum,894,A0956229
691,Haemophagocytic syndrome infection-associated,894,A0956242
692,Hereditary factor VIII deficiency,1000,A0958923
693,Haemoptysis,894,A0556680
694,Haemorrhage of anus and rectum,894,A0956345
695,Haemorrhagic condition unspecified,894,A0713003
696,Junin haemorrhagic fever,894,A0726545
697,Crimean-Congo haemorrhagic fever,894,A0680958
698,Dengue haemorrhagic fever,1000,A0685340
699,Haemorrhagic fever with renal syndrome,894,A0713020
700,Omsk haemorrhagic fever,894,A0757075
701,Unspecified viral haemorrhagic fever,1000,A0814368
702,Haemorrhoids,1000,A0713041
703,Haemothorax,894,A0713070
704,Hepatic veno-occlusive disease,894,A0421032
705,Inflammatory liver disease unspecified,894,A0969222
706,Alcoholic hepatitis,894,A0388982
707,Chronic hepatitis unspecified,894,A0673067
708,Hepatorenal syndrome,894,A0421100
709,Hernia,1154,A0067707
710,Diaphragmatic hernia,1000,A0687011
711,Femoral hernia,1000,A0413333
712,Inguinal hernia,1000,A0424575
713,Umbilical hernia,1000,A0813198
714,Ventral hernia,1000,A0590461
715,Enteroviral vesicular pharyngitis,894,A0551064
716,Herpes gestationis,894,A0421172
717,Herpesviral [herpes simplex] infections,1000,A0959124
718,Zoster [herpes zoster],1000,A1122807
719,Zoster ocular disease,894,A0591896
720,Hiccough,894,A0421291
721,Dislocation of hip,894,A0243934
722,Congenital dislocation of hip unspecified,894,A0903473
723,Hirschsprung's disease,894,A0421399
724,Hirsutism,894,A0068217
725,Malignant histiocytosis,816,A0433591
726,Histoplasmosis,1000,A0068435
727,Histoplasmosis unspecified,894,A0716769
728,Histrionic personality disorder,894,A0421493
729,Unspecified human immunodeficiency virus [HIV] disease,1000,A0814141
730,Human immunodeficiency virus [HIV] disease,1154,A0717851
731,Hodgkin's disease,894,A0421517
732,Hodgkin's disease unspecified,816,A0960215
733,Hookworm diseases,1000,A0961587
734,Hookworm disease unspecified,894,A0717148
735,Hordeolum and other deep inflammation of eyelid,894,A0241498
736,Horner's syndrome,894,A0421668
737,Hostility,894,A0069500
738,Huntington's disease,1000,A0421831
739,Hydatidiform mole,1000,A0421904
740,Classical hydatidiform mole,894,A0674098
741,Hydatidiform mole unspecified,894,A0962354
742,Polyhydramnios,1000,A0103218
743,Hydrocephalus,1000,A0070070
744,Hydrocephalus unspecified,894,A0962413
745,Congenital hydrocephalus,1000,A0243542
746,Congenital hydrocephalus unspecified,894,A0903598
747,Normal-pressure hydrocephalus,894,A1013441
748,Congenital glaucoma,894,A0402423
749,Hymenolepiasis,894,A0070515
750,Hyperaldosteronism,1000,A0070573
751,Hyperaldosteronism unspecified,894,A0962626
752,Hypercementosis,894,A0070636
753,Excessive vomiting in pregnancy,1000,A0278967
754,Mild hyperemesis gravidarum,894,A0242994
755,Hyperaesthesia,894,A0558472
756,Hyperglycaemia unspecified,894,A0962677
757,Hyperhidrosis,1000,A0070714
758,Hyperhidrosis unspecified,894,A0962687
759,Hyperkalaemia,894,A0719222
760,Hyperlipidaemia unspecified,894,A0962720
761,Pure hyperglyceridaemia,894,A0779925
762,Hypermetropia,894,A0070790
763,Hypertrophy of bone,816,A0719572
764,Hyperostosis of skull,816,A0243456
765,Ankylosing hyperostosis [Forestier],816,A0864423
766,Hyperparathyroidism unspecified,894,A0962763
767,Polyphagia,894,A0011379
768,Hyperprolactinaemia,894,A0719388
769,Allergy unspecified,894,A0244105
770,Disorders of excessive somnolence [hypersomnias],894,A0919594
771,Hypersplenism,894,A0070956
772,Hypertelorism,894,A0012085
773,Hypertensive diseases,1154,A0719496
774,Portal hypertension,894,A0242550
775,Renovascular hypertension,894,A0783504
776,Hypertrichosis,1000,A0071042
777,Polytrichia,894,A0447640
778,Hypertrichosis unspecified,894,A0962891
779,Hypertrophic elongation of cervix uteri,894,A0962904
780,Hypertrophy of breast,1000,A0242828
781,Hypertrophy of salivary gland,894,A0242303
782,Hyperventilation,894,A0071092
783,Hypervitaminosis A,894,A0071108
784,Hyphaema,894,A0719618
785,Lack or loss of sexual desire,894,A0729257
786,Hypochondriacal disorder,894,A0719713
787,Hypogalactia,894,A0071226
788,Hypoglycaemia unspecified,894,A0963033
789,Hypokalaemia,894,A0719807
790,Lipoprotein deficiency,894,A0988079
791,Hypoparathyroidism,1000,A0071314
792,Hypoparathyroidism unspecified,894,A0963109
793,Hypopituitarism,894,A0071369
794,Hypotension,1000,A0071430
795,Hypotension unspecified,894,A0720039
796,Orthostatic hypotension,894,A0441430
797,Hypothyroidism unspecified,894,A0963226
798,Hypovolaemic shock,894,A0720121
799,Dissociative fugue,894,A0689439
800,Congenital ichthyosis,1000,A0544553
801,Congenital ichthyosis unspecified,894,A0903612
802,Profound mental retardation,1000,A0000020
803,Immunodeficiency unspecified,894,A0966622
804,Immunoproliferative small intestinal disease,816,A0721943
805,Alpha heavy chain disease,816,A0642739
806,Impacted cerumen,894,A0241592
807,Impetigo,1000,A0072735
808,Impetigo [any organism] [any site],894,A0966877
809,Syndrome of inappropriate secretion of antidiuretic hormone,894,A0802719
810,Incontinentia pigmenti,894,A0423726
811,Indeterminate leprosy,894,A0560177
812,Indeterminate sex and pseudohermaphroditism,1000,A0243619
813,Infectious mononucleosis,1000,A0423981
814,Gammaherpesviral mononucleosis,894,A0555012
815,Infectious mononucleosis unspecified,894,A0723072
816,Female infertility,1000,A0701670
817,Female infertility unspecified,894,A0941103
818,Male infertility,1000,A0242771
819,Disorders of initiating and maintaining sleep [insomnias],894,A0919612
820,Instantaneous death,894,A0243876
821,Erythema intertrigo,894,A0551493
822,Disease of intestine unspecified,894,A0918885
823,Intestinal parasitism unspecified,894,A0724502
824,Unspecified intestinal parasitism,1000,A1112570
825,Fistula of intestine,894,A0702824
826,Intussusception,894,A0075402
827,Iridocyclitis,1000,A0075748
828,Iridocyclitis unspecified,894,A0976776
829,Irritable bowel syndrome,1000,A0426021
830,Creutzfeldt-Jakob disease,894,A0403381
831,Unspecified jaundice,1000,A1112584
832,Neonatal jaundice unspecified,894,A1010188
833,Disease of jaws unspecified,894,A0918887
834,Arthropathies,1154,A1411658
835,Joint disorder unspecified,816,A0977910
836,Arthrosis,1000,A0391678
837,Arthrosis unspecified,816,A0868978
838,Loose body in joint,816,A0243255
839,Tuberculous arthritis,816,A0467724
840,Keloid scar,894,A0281052
841,Keratitis,1000,A0076959
842,Keratitis unspecified,894,A0979092
843,Keratoconjunctivitis,894,A0076989
844,Keratoconus,894,A0077001
845,Keratosis punctata (palmaris et plantaris),894,A0979137
846,Actinic keratosis,894,A0243155
847,Seborrhoeic keratosis,1000,A0793405
848,Kernicterus,1000,A0077054
849,Kernicterus unspecified,894,A0979146
850,Calculus of kidney,894,A0242670
851,Acute renal failure,1000,A0242643
852,Acute renal failure unspecified,894,A0640109
853,Chronic renal failure,1000,A0242655
854,End-stage renal disease,894,A0928079
855,Chronic renal failure unspecified,894,A0896397
856,Acute renal failure with tubular necrosis,894,A0858613
857,Polycystic kidney unspecified,894,A1051367
858,Pathological stealing [kleptomania],894,A1042531
859,Klinefelter's syndrome karyotype 47XXY,894,A0979603
860,Klinefelter's syndrome unspecified,894,A0979612
861,Klippel-Feil syndrome,894,A0427056
862,Leukoplakia of penis,894,A0277992
863,Leukoplakia of vulva,894,A0564664
864,Kwashiorkor,1000,A0077587
865,Kyasanur Forest disease,894,A0427148
866,Labyrinthitis,894,A0077812
867,Lack of expected normal physiological development,1000,A0243795
868,Lack of expected normal physiological development unspecified,894,A0982743
869,Disorders of lacrimal system,1000,A0274547
870,Disorder of lacrimal system unspecified,894,A0919375
871,Lactose intolerance,1000,A0428732
872,Lactose intolerance unspecified,894,A0982941
873,Eaton-Lambert syndrome,894,A0409639
874,Visceral larva migrans,894,A1118149
875,Oedema of larynx,894,A1020253
876,Laryngeal spasm,894,A0242081
877,Stenosis of larynx,894,A0242076
878,Lassa fever,894,A0429036
879,Lead and its compounds,894,A0984877
880,Cerebrospinal fluid leak,894,A0893452
881,Left bundle-branch block unspecified,894,A0985088
882,Left ventricular failure,894,A0564422
883,Coxa plana,816,A0403177
884,Pseudocoxalgia,816,A0578779
885,Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes],816,A0978374
886,Legionnaires' disease,894,A0430129
887,Leishmaniasis,1000,A0078860
888,Leishmaniasis unspecified,894,A0730885
889,Cutaneous leishmaniasis,894,A0681769
890,Visceral leishmaniasis,894,A0590791
891,Disorders of lens,1154,A0689144
892,Disorder of lens unspecified,894,A0919385
893,Dislocation of lens,894,A0007304
894,Leprosy [Hansen's disease],1000,A0986571
895,Leprosy unspecified,894,A0731058
896,Borderline leprosy,894,A0538197
897,Lepromatous leprosy,894,A0244839
898,Tuberculoid leprosy,894,A0588723
899,Leptospirosis,1000,A0079067
900,Leptospirosis unspecified,894,A0731155
901,Lesch-Nyhan syndrome,894,A0430201
902,Letterer-Siwe disease,816,A0430298
903,Leukaemia of unspecified cell type,894,A0731372
904,Leukaemia unspecified,816,A0986809
905,Chronic lymphocytic leukaemia,816,A0673163
906,Hairy-cell leukaemia,816,A0956625
907,Lymphoid leukaemia,894,A0734262
908,Lymphoid leukaemia unspecified,816,A0990930
909,Acute lymphoblastic leukaemia,816,A0639702
910,Mast cell leukaemia,816,A0741199
911,Acute megakaryoblastic leukaemia,816,A0639725
912,Acute monocytic leukaemia,816,A0639774
913,Chronic monocytic leukaemia,816,A0673194
914,Acute myeloid leukaemia,816,A0639802
915,Myeloid leukaemia,894,A0748561
916,Myeloid leukaemia unspecified,816,A1007342
917,Chronic myeloid leukaemia,816,A0673215
918,Acute myelomonocytic leukaemia,816,A0639809
919,Plasma cell leukaemia,816,A0773448
920,Prolymphocytic leukaemia,816,A0777500
921,Acute promyelocytic leukaemia,816,A0640036
922,Adult T-cell leukaemia,816,A0641061
923,Disorder of white blood cells unspecified,894,A0919529
924,Progressive multifocal leukoencephalopathy,894,A0000902
925,Laevocardia,894,A0729555
926,Lichen planopilaris,894,A0564731
927,Lichen planus,1000,A0430459
928,Lichen planus unspecified,894,A0987301
929,Bullous lichen planus,894,A0538673
930,Hypertrophic lichen planus,894,A0558861
931,Lichen sclerosus et atrophicus,894,A0005155
932,Lichenoid drug reaction,894,A0987311
933,Effects of lightning,894,A0244082
934,Diseases of lips,894,A0242337
935,Mucopolysaccharidosis type I,894,A1005539
936,Lipid storage disorder unspecified,894,A0988023
937,Hyperchylomicronaemia,894,A0719099
938,Listeriosis,1000,A0000666
939,Listeriosis unspecified,894,A0732504
940,Spastic diplegia,894,A1088463
941,Abscess of liver,894,A0242546
942,Amoebic liver abscess,894,A0643885
943,Alcoholic cirrhosis of liver,894,A0242528
944,Biliary cirrhosis unspecified,894,A0877308
945,Diseases of liver,1154,A1411648
946,Liver disease unspecified,894,A0988354
947,Alcoholic liver disease,1000,A0861878
948,Alcoholic liver disease unspecified,894,A0861883
949,Loiasis,894,A0080892
950,Lordosis unspecified,816,A0989525
951,Low back pain,816,A0565143
952,Unspecified lump in breast,1000,A1112606
953,Chronic obstructive pulmonary disease unspecified,894,A0896299
954,Discoid lupus erythematosus,894,A0246604
955,Subacute cutaneous lupus erythematosus,894,A1092726
956,Systemic lupus erythematosus,1000,A0463537
957,Systemic lupus erythematosus unspecified,894,A1097544
958,Lyme disease,894,A0431422
959,Lymphangioma any site,894,A0240465
960,Lymphangitis,894,A0081556
961,Lymphocytic choriomeningitis,894,A0431601
962,Chlamydial lymphogranuloma (venereum),1000,A0895422
963,Haemophagocytic lymphohistiocytosis,894,A0956236
964,Follicular [nodular] non-Hodgkin's lymphoma,894,A0945238
965,Follicular non-Hodgkin's lymphoma unspecified,816,A0945260
966,Non-Hodgkin's lymphoma unspecified type,816,A0753414
967,Small cleaved cell (diffuse),816,A1087376
968,Undifferentiated (diffuse),816,A1110904
969,Waldenstrom's macroglobulinaemia,816,A0818349
970,Macrostomia,894,A0082303
971,Mycetoma,1000,A0088990
972,Mycetoma unspecified,894,A0748011
973,Magnesium deficiency,894,A0736530
974,Major anomalies of jaw size,894,A0242269
975,Intestinal malabsorption unspecified,894,A0975340
976,Intestinal malabsorption,1000,A0277710
977,Malaise and fatigue,1000,A0243750
978,Unspecified malaria,1000,A0814187
979,Plasmodium falciparum malaria,1000,A1049274
980,Plasmodium falciparum malaria unspecified,894,A0773538
981,Plasmodium malariae malaria,1000,A1049276
982,Plasmodium vivax malaria,1000,A1049282
983,Carcinoid syndrome,894,A0001293
984,Malignant hyperthermia due to anaesthesia,894,A0996193
985,Retina,816,A0111646
986,Malignant neoplasm of stomach,894,A0240315
987,Stomach unspecified,816,A1091904
988,Upper lobe bronchus or lung,816,A1113268
989,Gastro-oesophageal laceration-haemorrhage syndrome,894,A0949808
990,Malocclusion unspecified,894,A0740486
991,Fracture of mandible,894,A0704463
992,Mansonelliasis,894,A0083039
993,Maple-syrup-urine disease,894,A0997148
994,Marburg virus disease,894,A0433824
995,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],894,A1041650
996,Marfan's syndrome,894,A0433850
997,Mastocytosis,894,A0083465
998,Mastodynia,894,A0007133
999,Mastoiditis unspecified,894,A0997876
1000,Measles,1000,A0083736
1001,Meckel's diverticulum,894,A0434213
1002,Neonatal aspiration of meconium,894,A1009984
1003,Chloasma,894,A0037954
1004,Melaena,894,A0566966
1005,Melioidosis unspecified,894,A0742412
1006,Melkersson's syndrome,894,A0566996
1007,Meniere's disease,894,A0434795
1008,Meningismus,894,A0434813
1009,Meningitis unspecified,894,A0742599
1010,Haemophilus meningitis,894,A0712901
1011,Meningococcal meningitis,894,A0000676
1012,Pneumococcal meningitis,894,A0000717
1013,Viral meningitis,1000,A0000950
1014,Viral meningitis unspecified,894,A0817543
1015,Meningococcal infection,1000,A0009034
1016,Meningococcal infection unspecified,894,A0742630
1017,Meningococcaemia unspecified,894,A0742613
1018,Mental retardation,1154,A0434945
1019,Unspecified mental retardation,1000,A0000026
1020,Mercury and its compounds,894,A1001067
1021,Nonspecific mesenteric lymphadenitis,894,A0240901
1022,Mesothelioma,894,A0085182
1023,Mesothelioma unspecified,816,A0743363
1024,Metabolic disorders,1154,A0743415
1025,Metabolic disorder unspecified,894,A1001255
1026,Metatarsalgia,816,A0007245
1027,Methaemoglobinaemia,1000,A0743783
1028,Methaemoglobinaemia unspecified,894,A1001434
1029,Microcephaly,1000,A0086363
1030,Microphthalmos,894,A0086489
1031,Microstomia,894,A0086582
1032,Mild mental retardation,1000,A0000002
1033,Miliaria unspecified,894,A1002206
1034,Mitral (valve) insufficiency,894,A1002700
1035,Mitral (valve) prolapse,894,A1002702
1036,Moderate mental retardation,1000,A0000008
1037,Molluscum contagiosum,894,A0435930
1038,Motion sickness,894,A0436067
1039,Specific developmental disorder of motor function,1000,A0798048
1040,Mottled teeth,894,A0242199
1041,Mouth breathing,894,A0436138
1042,Moyamoya disease,894,A0436156
1043,Mucocele of salivary gland,894,A0242319
1044,Mucocutaneous lymph node syndrome [Kawasaki],894,A1005528
1045,Mucopolysaccharidosis unspecified,894,A1005543
1046,Mucopolysaccharidosis type II,894,A1005541
1047,Mucormycosis unspecified,894,A0747302
1048,Multiple myeloma,816,A0436398
1049,Multiple sclerosis,1000,A0436413
1050,Unspecified multiple injuries,1000,A1112651
1051,Mumps,1000,A0088596
1052,Spinal muscular atrophy unspecified,894,A0798427
1053,Disorders of muscles,1000,A0919623
1054,Myopathy unspecified,894,A0748742
1055,Disorder of muscle unspecified,816,A0919406
1056,Muscular dystrophy,894,A0436631
1057,Myasthenia gravis,894,A0436749
1058,Mycobacterial infection unspecified,894,A1007183
1059,Mycoplasma infection unspecified,894,A0748389
1060,Mycoses,1154,A0089171
1061,Unspecified mycosis,1000,A0814238
1062,Mycosis fungoides,816,A0436786
1063,Myiasis,1000,A0089390
1064,Myiasis unspecified,894,A0748603
1065,Cutaneous myiasis,894,A0546198
